"11";11;18;13;7;18;16;11;54;34;31;45;10;56;10;16;15;27;12;43;32;18;34;7;73;95;9;6;15;28;7;50;13;126;5;3;9;15;10;41;137;17;76;13;7;13;15;11;11;17;14;13;12;60;10;28;19;11;14;135
"12";3;29;5;10;4;6;6;8;10;5;15;4;4;4;8;7;3;5;20;14;10;10;19;9;8;10;8;5;10;4;26;14;3;12;5;7;5;7;40;6;6;8;27;26;4;14;9;10;5;12;10;9;12;14;17;13;15;10;5
"13";11;3;9;6;6;5;7;6;8;3;6;3;3;6;9;12;12;12;9;7;8;9;17;8;15;11;11;8;13;13;7;10;12;6;7;16;6;18;22;9;5;18;10;6;15;13;11;14;10;14;6;8;6;9;6;3;10;3;15
"14";16;111;63;587;533;149;130;72;42;24;72;30;12;22;20;29;22;13;11;16;18;10;14;19;15;18;39;83;8;20;11;10;24;22;12;20;17;21;20;40;42;15;11;10;46;16;19;18;15;18;19;14;16;18;19;16;15;24;14
"15";29;61;63;37;60;52;31;61;41;103;35;29;26;32;44;77;68;38;62;45;38;58;790;65;28;52;31;25;26;24;55;83;54;29;15;42;32;51;35;37;33;78;32;42;68;35;44;44;39;38;34;45;58;50;40;71;50;55;62
"16";59;28;22;26;58;26;105;32;63;23;19;15;15;14;26;16;163;137;53;86;22;22;88;22;15;49;81;125;32;20;56;20;50;17;21;45;61;22;39;28;22;41;28;20;27;28;55;49;20;35;35;48;85;65;58;65;130;57;59
"17";31;212;27;15;24;18;14;34;22;17;17;12;10;18;22;39;18;38;26;35;41;46;21;56;44;167;43;37;30;39;81;29;45;38;29;43;42;55;41;35;19;75;76;33;49;20;49;39;115;67;68;55;60;35;30;20;76;47;41
"18";14;13;5;11;6;13;7;9;12;5;9;7;2;6;6;3;6;3;6;6;16;18;18;4;16;7;8;3;11;11;2;16;10;5;2;8;11;18;6;4;9;8;6;6;7;6;13;8;9;15;16;12;16;12;40;12;18;12;17
"19";13;12;45;8;19;15;10;14;7;8;8;15;9;12;15;5;8;11;7;10;6;7;11;40;17;121;50;3;6;12;4;5;7;4;6;11;4;12;2;9;16;8;13;16;15;9;24;9;7;55;143;29;12;12;112;44;12;19;11
"20";10;8;5;31;4;10;7;41;7;11;3;4;10;12;10;9;8;15;7;3;5;3;9;23;14;28;23;12;10;9;32;10;3;54;8;9;7;10;9;202;7;7;8;6;9;8;7;10;12;16;11;15;10;5;13;16;13;12;14
"21";45;19;24;22;17;21;16;59;23;55;30;93;31;21;31;71;19;44;73;28;13;29;20;22;26;18;16;23;46;12;14;20;41;41;35;81;90;48;20;21;27;25;78;28;50;32;16;46;29;21;15;28;21;12;46;43;25;17;32
"22";28;24;17;18;20;14;8;13;18;11;11;11;13;8;17;17;10;10;28;15;10;18;43;13;14;15;14;8;10;23;19;9;24;9;28;16;9;18;13;14;16;25;29;21;29;12;24;15;14;13;17;13;11;17;20;20;24;11;19
"23";26;17;54;19;72;18;11;37;20;15;25;11;13;9;54;4;9;13;8;60;10;25;17;14;7;15;10;9;19;12;42;21;12;13;27;20;8;31;16;37;24;11;33;11;13;7;20;15;10;23;17;11;12;12;175;51;115;10;21
"24";144;91;140;161;50;61;25;53;31;27;33;23;16;21;26;95;28;27;38;96;69;40;55;124;145;24;39;24;25;33;22;35;913;26;47;24;18;51;67;145;50;55;29;44;34;28;24;53;32;39;34;44;48;64;44;44;62;211;99
"25";92;47;69;35;91;104;26;33;63;62;35;47;142;27;224;137;210;160;231;109;198;98;64;113;23;58;25;163;111;113;1472;117;25;46;51;19;64;49;27;22;34;36;55;29;33;24;24;30;82;74;36;27;130;66;38;69;47;51;43
"26";17;27;30;34;24;49;20;12;12;18;13;10;13;9;19;10;13;14;9;57;19;6;16;15;15;17;9;19;23;17;34;20;15;14;15;14;22;20;26;20;15;16;18;10;33;15;20;19;13;17;29;22;11;13;11;19;19;10;13
"27";53;30;21;21;12;24;17;52;47;14;97;13;10;19;13;16;39;15;25;18;19;13;13;33;98;13;18;33;22;14;17;18;31;30;37;20;36;111;55;111;30;26;19;12;21;19;49;30;24;24;58;69;142;93;54;14;25;49;72
"28";28;12;8;8;6;6;12;6;8;10;9;12;15;8;8;9;10;11;9;8;5;16;12;19;22;7;5;6;6;10;10;21;11;6;9;7;8;13;8;17;20;13;12;8;14;14;9;13;14;18;12;11;13;13;28;19;12;8;8
"29";104;33;43;22;34;20;20;23;24;24;16;23;28;16;13;14;12;31;24;13;22;17;20;24;24;34;12;5;29;13;79;23;11;11;17;21;25;21;15;13;22;26;18;25;15;12;17;42;18;29;25;5;86;18;20;65;45;40;36
"30";17;27;19;16;17;23;13;10;18;12;6;6;5;7;9;13;10;9;13;86;7;11;15;9;20;13;7;13;9;36;11;17;7;14;22;11;15;10;14;13;16;18;10;4;36;14;18;17;12;15;16;16;7;12;21;7;11;14;13
"31";14;19;25;18;28;20;11;33;25;13;18;11;6;10;18;10;42;9;21;6;16;15;8;8;26;15;5;8;13;15;44;17;56;14;6;17;12;12;9;8;10;13;20;9;15;29;18;15;31;33;7;36;10;90;18;14;15;101;93
"32";4;8;4;6;10;6;6;4;6;4;79;178;28;38;17;13;29;70;18;10;46;6;9;12;50;13;9;5;14;15;5;28;52;7;7;21;7;29;91;30;82;14;14;19;23;39;36;31;17;15;17;14;49;84;31;16;61;26;14
"33";9;18;17;13;19;22;12;5;6;10;10;10;8;15;14;14;20;13;15;17;28;19;14;17;14;11;13;17;10;12;15;9;6;10;51;70;12;11;13;12;13;14;6;8;12;9;14;6;12;10;9;17;12;11;9;14;8;24;16
"34";103;36;70;146;37;99;82;19;38;64;34;11;64;47;55;109;104;62;29;135;114;52;112;38;58;87;48;61;45;74;42;22;55;32;57;14;68;48;44;97;83;59;84;92;129;159;32;22;166;77;78;33;59;27;149;36;71;184;36
"35";14;19;18;20;21;21;5;28;20;10;8;11;12;23;14;9;12;13;20;17;60;7;18;20;13;10;12;7;13;11;11;12;6;10;33;13;11;34;16;17;19;28;19;10;10;10;13;34;16;16;12;22;76;24;15;20;16;13;16
"36";19;61;24;53;15;15;215;23;57;10;26;8;10;45;109;51;35;14;33;182;84;146;83;23;8;65;15;12;13;12;9;55;84;35;29;9;14;18;19;33;22;42;12;39;28;138;25;4;13;190;47;9;9;7;9;13;15;21;35
"37";0;7;12;6;9;6;5;9;8;7;6;4;8;8;1;5;5;1;7;5;8;5;3;3;10;3;31;8;2;8;8;0;5;2;6;6;2;4;6;3;3;3;3;0;4;2;5;9;10;6;7;11;4;3;7;4;7;5;10
"38";11;7;10;8;12;8;11;8;10;3;7;2;6;10;10;13;10;7;6;8;13;4;10;10;9;10;3;6;5;11;9;6;1;2;13;7;11;6;5;10;10;14;4;7;11;9;9;10;6;15;6;20;9;11;10;11;13;15;7
"39";17;55;41;19;23;44;25;49;30;18;18;12;15;15;54;94;9;14;38;46;14;62;39;10;32;13;13;21;21;15;12;10;19;15;9;14;34;36;13;5;21;25;8;19;14;24;22;33;50;71;22;24;25;25;30;63;22;18;21
"40";7;9;11;8;4;30;11;11;8;7;11;7;5;10;6;15;8;5;9;10;10;8;13;11;9;11;12;12;5;15;15;14;10;7;10;6;9;16;8;7;9;19;12;8;17;8;5;9;7;4;7;10;10;7;29;8;8;24;6
"41";25;24;47;18;129;92;29;55;67;64;20;41;21;20;17;15;15;13;18;19;18;17;13;10;11;20;15;12;24;8;98;54;52;28;55;12;17;19;40;17;27;18;69;41;20;13;31;22;21;24;21;19;38;26;29;45;40;43;60
"42";42;141;102;45;50;43;61;46;35;122;85;36;36;123;108;36;79;127;79;52;199;91;104;34;195;29;82;34;151;37;229;30;21;23;18;37;42;59;37;26;55;45;48;46;35;26;35;25;42;42;25;42;46;33;40;48;42;45;36
"43";10;13;12;6;6;18;9;12;5;7;2;3;2;4;29;3;3;5;15;5;12;12;6;6;8;1;6;4;5;10;6;2;5;4;7;5;6;11;5;5;21;10;5;12;3;10;11;10;10;14;8;7;7;13;5;6;13;13;14
"44";14;9;7;8;10;18;9;13;4;7;8;9;15;5;3;12;19;7;12;9;5;88;20;9;13;7;5;4;10;15;14;8;37;8;6;5;12;8;4;52;13;13;2;7;6;12;8;12;30;26;44;25;9;7;17;21;18;7;8
"45";94;44;26;36;56;31;104;64;28;20;19;17;33;16;49;23;23;30;24;23;18;16;17;15;17;22;9;25;23;109;13;30;18;20;37;20;20;37;27;42;97;88;124;43;18;20;88;77;22;24;15;25;23;21;39;118;62;41;46
"46";11;16;12;7;7;16;7;9;19;7;8;14;3;8;4;5;7;15;12;12;29;6;11;3;13;60;5;12;12;14;9;16;7;3;8;8;13;13;3;8;69;11;8;7;12;10;16;8;8;15;7;7;9;11;10;19;11;7;13
"47";7;7;4;16;11;13;15;6;11;20;7;6;0;8;4;14;8;2;9;3;6;7;5;3;3;5;6;4;6;2;6;14;4;4;3;7;5;7;6;6;5;5;5;10;5;8;7;7;11;11;7;5;10;14;7;5;11;6;0
"48";89;73;54;56;65;56;56;67;54;56;38;39;30;30;29;36;44;26;36;37;53;48;46;47;28;23;26;26;21;43;42;120;29;70;51;40;59;53;25;57;40;46;86;87;66;75;107;89;77;81;60;73;100;87;101;110;91;75;75
"49";3;7;11;5;4;5;15;17;23;10;9;10;11;6;5;4;14;6;5;11;13;9;6;0;6;9;3;7;9;5;3;7;6;7;7;9;8;10;5;59;34;8;5;8;5;9;8;7;28;27;10;13;7;56;20;12;9;9;12
"50";268;208;92;125;80;100;84;88;28;41;34;36;39;18;68;11;76;23;79;22;26;52;51;22;73;26;12;23;119;43;115;26;16;14;13;41;37;19;16;15;34;13;14;38;24;7;12;41;16;52;27;19;34;27;31;36;22;18;29
"51";44;26;16;29;22;26;11;41;18;18;18;21;9;13;11;9;11;10;6;25;12;14;18;36;16;15;15;11;15;12;9;20;15;13;13;13;10;17;15;11;22;18;17;19;18;21;20;22;14;23;12;13;17;15;13;14;13;16;17
"52";49;41;48;29;39;34;28;31;32;15;32;23;23;23;25;21;37;29;30;30;37;30;27;42;34;31;26;31;35;32;24;29;21;29;87;38;28;28;32;30;28;27;37;19;38;28;34;23;36;42;44;39;46;39;65;46;47;55;26
"53";1;0;0;1;3;1;0;0;2;0;1;0;0;3;1;0;0;0;0;0;0;2;4;0;0;1;1;1;1;1;1;2;1;0;1;1;0;1;4;1;0;1;1;4;65;3;3;2;2;2;1;4;2;1;1;5;0;3;0
"54";2;1;1;1;2;1;1;0;0;2;2;1;1;2;0;0;0;0;1;0;0;0;2;1;1;0;2;0;0;1;1;1;3;2;2;1;0;0;1;0;0;3;0;3;72;3;2;2;7;3;3;5;2;2;1;4;1;2;1
"55";1;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;1;0;0
"56";0;0;1;0;0;1;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"57";0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;3;1;1;0;1;2;0;0;1;0;2;1;1;1;0;0;1;0;2;0;1;0;0;1;0;0;0;0;0;0;0;0;2;0
"58";32;28;26;29;24;18;23;19;94;16;15;14;10;13;19;13;17;18;24;24;23;16;31;32;36;87;90;15;38;83;44;48;38;29;16;32;11;44;28;60;31;19;40;17;99;26;22;14;24;17;273;24;44;23;15;21;24;18;17
"59";6;9;14;3;10;12;13;10;4;9;7;1;3;5;6;4;3;10;12;10;12;11;18;6;5;7;10;8;4;8;11;10;6;14;13;2;7;16;7;10;17;13;8;7;9;18;5;4;7;12;6;11;8;4;4;8;11;9;4
"60";196;241;52;213;184;72;134;90;100;73;198;52;26;167;160;45;32;58;30;82;28;25;25;72;101;41;111;104;149;142;45;82;29;86;163;53;18;124;60;215;69;88;42;26;23;31;28;35;66;147;41;75;67;79;108;61;173;134;29
"61";13;15;8;6;23;13;44;10;10;5;13;37;4;50;33;33;6;1;9;11;14;34;11;5;4;24;6;5;5;8;8;6;6;53;2;28;25;141;48;58;61;65;4;31;9;8;12;7;91;182;37;28;22;14;20;50;66;6;12
"62";44;70;29;29;27;92;72;93;109;27;119;13;17;76;31;19;14;42;186;234;174;269;28;38;63;61;139;134;51;31;26;197;28;45;140;83;82;266;100;107;30;42;138;39;30;65;80;102;52;52;40;27;92;80;70;203;83;151;73
"63";4;10;11;6;5;4;7;8;7;7;4;4;2;4;4;2;4;2;12;6;7;3;7;4;11;8;8;3;6;3;5;1;6;4;2;7;5;10;8;7;3;6;3;5;7;6;13;3;5;6;6;6;7;14;9;6;7;8;8
"64";37;12;13;11;18;21;5;10;17;13;13;7;10;10;30;15;25;24;19;36;22;8;15;11;14;11;61;12;9;11;31;15;7;12;11;7;11;30;18;15;18;11;14;11;35;15;18;11;30;23;32;30;20;30;21;22;14;18;20
"65";33;16;63;12;39;19;11;15;20;12;10;9;7;7;12;16;17;20;17;15;10;8;102;9;72;11;9;6;12;33;11;7;8;5;10;18;16;7;28;11;9;8;4;7;11;14;17;13;13;14;22;10;12;18;9;21;13;12;21
"66";37;67;66;57;63;64;65;55;133;50;44;37;43;61;60;54;67;50;106;55;85;52;52;63;51;44;50;36;78;94;61;45;44;40;42;47;47;60;57;47;46;88;46;67;91;68;58;50;50;66;81;111;84;75;72;73;46;59;65
"67";19;9;17;13;332;187;65;20;69;12;43;5;15;23;21;85;6;122;115;132;28;52;54;101;15;29;6;13;24;19;66;51;10;62;5;18;27;34;14;5;56;72;8;11;33;149;84;67;35;46;15;88;166;82;167;40;8;158;102
"68";19;27;24;35;50;26;23;22;24;14;21;37;9;17;10;16;24;16;26;22;18;16;26;15;21;18;14;29;23;40;21;19;15;12;20;14;16;32;48;24;22;26;18;22;14;15;21;34;21;32;31;39;33;40;39;38;25;22;27
"69";9;3;10;4;3;6;3;7;39;156;114;85;19;13;28;34;66;31;13;29;14;9;16;45;48;15;37;7;9;6;28;14;23;2;6;8;11;25;20;47;16;45;151;15;154;19;34;17;29;69;17;31;128;51;86;45;9;13;44
"70";6;8;2;6;4;14;4;4;1;7;5;3;5;2;6;11;2;5;11;4;2;3;9;7;2;3;3;3;1;1;7;2;5;4;6;2;5;9;8;4;8;3;1;2;4;5;6;5;6;2;10;7;0;6;4;7;8;10;5
"71";7;15;7;13;6;12;4;4;4;0;3;5;1;5;10;4;2;10;6;7;73;2;12;4;24;9;5;8;7;4;6;3;1;4;5;6;1;4;11;7;9;4;4;8;6;5;8;7;10;10;5;7;10;12;8;12;6;8;6
"72";8;7;9;16;12;12;12;5;9;7;5;9;3;8;1;3;7;9;11;15;9;4;9;4;4;3;6;3;5;9;8;8;22;72;12;25;21;7;30;10;14;49;12;8;10;32;29;241;37;15;48;23;20;32;28;12;16;16;33
"73";10;14;9;17;8;12;7;7;11;5;7;8;14;11;3;3;10;10;7;14;3;8;10;4;4;10;5;5;9;6;8;11;5;5;4;5;6;7;10;4;14;9;3;4;4;8;9;10;13;19;10;7;3;9;7;14;11;5;9
"74";106;116;184;272;51;158;202;130;61;81;77;92;97;225;117;180;189;270;103;291;87;181;231;57;142;227;187;78;209;178;1262;298;208;145;88;145;82;160;55;24;57;93;75;60;109;43;122;174;54;179;70;35;58;39;97;41;55;113;56
"75";32;37;52;22;13;15;10;11;16;18;13;11;9;13;25;17;13;8;16;14;11;11;10;13;52;8;11;9;9;9;9;51;8;14;13;15;13;40;21;10;10;15;6;15;15;14;48;19;22;11;14;20;20;20;19;25;17;14;38
"76";29;25;124;64;67;71;19;17;19;84;10;12;39;85;18;10;16;10;11;16;11;64;48;17;73;14;34;8;25;44;78;17;33;37;20;48;16;61;21;43;18;54;40;25;19;12;15;16;18;22;30;17;47;25;38;24;29;64;20
"77";55;32;24;26;34;39;27;51;95;67;23;12;20;21;26;25;29;17;25;18;29;29;28;28;25;29;26;52;17;52;31;29;45;27;35;44;32;45;35;40;32;43;35;52;43;26;86;43;42;48;26;19;39;38;96;54;43;60;55
"78";13;16;14;14;15;10;8;6;13;10;7;3;5;3;5;4;11;7;7;8;9;1;7;10;1;9;14;3;8;8;11;9;5;3;6;2;4;7;16;11;5;3;2;4;8;11;5;6;7;12;9;5;13;11;24;13;7;8;9
"79";9;5;12;6;4;1;6;2;7;4;6;8;5;2;7;10;3;3;6;3;3;1;7;6;4;9;3;4;7;1;2;3;5;3;1;4;4;5;7;4;1;5;2;4;7;4;5;4;2;3;2;4;12;1;2;4;4;7;2
"80";5;12;6;14;12;5;8;6;3;8;7;6;3;4;8;2;11;4;10;14;1;7;12;6;4;2;10;3;7;6;9;6;6;10;2;4;4;8;6;4;6;8;5;4;5;3;10;5;12;19;4;10;3;7;9;5;7;3;4
"81";1;0;1;2;2;0;3;1;0;0;0;2;1;2;2;0;0;1;3;1;0;0;2;2;0;2;2;0;1;2;2;0;0;0;0;1;1;3;2;2;2;1;2;1;1;2;2;1;0;1;1;2;1;3;2;2;0;1;2
"82";9;12;8;13;30;1;15;10;9;5;8;10;4;30;9;4;4;12;8;11;13;26;5;3;3;6;3;2;30;12;6;7;3;6;4;42;23;7;4;41;14;9;2;5;25;138;114;21;10;29;18;14;25;16;63;32;19;9;80
"83";11;10;5;4;9;4;10;7;77;8;10;104;47;13;10;9;14;25;8;8;57;23;6;2;48;3;9;9;11;3;7;6;23;20;8;8;17;12;24;24;9;8;5;14;127;20;13;11;50;14;18;8;104;48;16;17;13;6;46
"84";3;3;2;2;4;4;3;4;3;1;4;2;1;3;1;3;3;7;3;4;4;4;1;2;3;0;2;3;4;1;4;2;3;1;1;3;4;4;9;4;6;7;4;5;6;8;2;4;6;9;6;5;6;6;4;3;6;3;4
"85";8;56;23;13;37;11;8;6;11;14;8;4;8;9;12;12;22;15;17;22;18;47;27;16;25;17;17;25;24;23;23;13;21;17;11;19;15;39;25;21;15;27;31;14;37;76;84;34;41;21;44;23;43;19;26;23;21;18;18
"86";11;17;17;23;20;16;13;16;15;11;9;11;11;7;12;11;26;15;9;11;14;16;19;11;9;13;7;10;10;8;11;12;7;12;9;9;18;17;17;73;16;19;12;12;13;15;20;22;22;18;29;19;24;19;92;32;45;23;28
"87";22;17;20;17;26;18;66;17;12;22;12;19;8;14;16;11;13;14;45;30;14;49;68;14;13;15;20;14;15;11;12;19;11;9;10;63;56;98;24;91;48;64;238;40;94;14;22;47;26;78;26;67;48;24;83;112;23;33;26
"88";46;20;19;26;62;26;21;19;24;31;14;34;14;33;25;13;24;16;20;20;17;25;32;17;20;18;13;21;22;19;17;18;10;12;19;12;15;17;19;24;12;17;17;12;15;23;27;26;21;17;21;24;27;32;37;25;18;29;20
"89";25;36;33;25;18;18;16;23;18;20;19;12;25;15;10;15;20;28;52;19;21;28;28;18;21;13;20;17;16;60;24;22;18;9;29;17;17;23;25;39;16;22;17;18;19;33;34;19;22;10;20;24;16;31;18;30;30;20;12
"90";14;5;10;6;6;10;7;6;9;4;8;3;3;5;12;5;14;11;21;17;7;29;5;30;15;38;9;10;7;7;27;17;12;11;10;4;6;15;8;13;22;17;7;17;8;21;18;14;7;16;10;12;6;20;8;17;214;5;144
"91";16;15;8;8;12;39;28;10;22;5;7;7;39;26;17;8;14;13;8;35;12;10;11;9;19;31;6;6;7;5;13;12;54;13;9;13;32;111;52;6;17;52;14;28;9;14;5;10;35;133;278;91;17;39;20;171;55;111;43
"92";6;9;6;5;1;2;6;4;4;2;0;1;0;4;1;5;0;2;4;3;3;10;4;2;3;3;6;2;4;2;2;0;4;1;0;3;5;5;2;5;5;9;7;1;5;7;4;5;5;2;7;10;11;5;5;6;2;7;1
"93";6;8;6;8;15;5;16;16;12;3;6;9;1;12;5;7;12;6;2;7;3;6;3;6;1;1;54;17;3;8;3;10;6;2;7;1;7;8;7;6;7;7;2;2;2;10;2;1;8;12;53;14;6;9;11;11;18;23;8
"94";7;10;6;11;4;7;6;17;6;10;3;4;8;3;13;7;4;10;8;4;3;4;8;12;6;11;11;7;8;6;10;6;3;1;4;6;3;11;7;8;12;6;6;8;11;7;7;17;7;19;14;11;17;15;16;7;10;5;4
"95";12;14;15;9;28;16;26;27;115;71;34;16;16;34;19;17;16;23;37;66;59;8;17;11;12;16;13;107;42;19;30;139;58;15;59;15;28;29;14;29;18;16;37;29;9;14;10;11;16;54;14;8;37;93;41;37;29;11;56
"96";4;6;4;5;7;9;3;9;3;6;1;0;2;1;1;2;1;2;6;6;3;3;3;3;4;5;6;4;3;5;3;7;7;3;5;2;0;5;6;3;3;2;2;2;7;2;2;2;4;5;10;7;7;5;8;4;7;2;3
"97";77;52;31;12;36;8;103;29;18;34;31;50;45;108;24;60;31;75;58;76;15;55;16;14;10;17;75;12;14;50;8;50;98;10;17;17;6;17;94;57;13;12;14;15;14;7;10;11;12;13;28;30;36;32;14;11;15;29;44
"98";8;12;16;13;12;16;5;11;9;4;8;6;2;83;4;5;7;11;13;9;5;6;10;22;7;9;5;4;6;6;8;20;4;12;8;9;9;7;5;12;8;10;6;18;15;11;9;5;7;10;13;4;26;10;11;17;6;5;3
"99";14;15;24;7;7;10;23;14;10;12;13;17;12;3;12;8;15;21;17;14;17;12;17;15;16;20;8;9;10;9;9;27;17;17;10;9;12;36;35;19;13;15;17;12;12;18;17;22;10;12;13;26;11;13;21;70;56;12;5
"100";11;13;40;9;53;19;14;11;72;37;76;30;188;38;48;18;78;89;128;252;67;36;45;16;16;153;129;50;23;42;27;24;147;79;79;63;49;31;32;113;102;26;48;61;53;46;338;277;126;66;38;43;79;49;80;27;24;30;46
"101";18;10;9;6;12;10;10;11;6;4;9;4;2;3;5;9;10;8;3;11;11;11;4;10;4;15;2;4;4;4;6;1;5;4;3;9;4;7;3;2;6;9;5;2;4;9;6;11;14;17;9;8;6;5;6;8;7;10;14
"102";35;25;35;13;16;7;10;11;11;6;5;3;8;6;5;3;8;8;19;20;16;10;9;12;7;7;9;6;10;5;9;7;16;2;5;7;4;18;4;3;9;11;29;22;28;17;10;11;19;17;9;12;17;8;11;11;8;12;12
"103";19;25;64;19;37;16;31;27;49;25;24;32;33;19;18;16;20;36;12;61;14;26;23;26;14;17;9;19;28;35;26;24;23;15;15;23;29;45;94;29;16;26;40;24;20;17;55;20;24;37;28;21;28;78;137;43;21;51;30
"104";91;46;41;49;96;152;163;322;228;92;135;155;39;21;122;45;33;48;63;281;51;18;21;27;13;64;64;18;39;40;22;150;125;127;46;65;67;104;155;103;61;122;107;106;228;188;236;84;79;178;31;248;410;53;69;98;58;191;90
"105";57;11;17;15;5;83;56;8;9;13;6;4;3;7;15;4;2;4;16;13;4;5;8;25;9;3;9;4;55;8;4;2;11;50;12;19;11;13;7;7;6;15;236;61;18;9;25;34;12;11;9;25;18;32;20;12;10;12;7
"106";23;21;29;24;15;17;13;51;30;21;19;23;19;21;31;27;40;40;26;40;34;30;52;49;60;39;33;36;29;40;30;27;28;21;26;47;24;37;51;21;26;37;44;23;51;34;36;25;25;34;46;30;42;44;37;24;29;49;39
"107";13;8;17;9;16;8;8;8;11;10;6;8;7;2;11;5;13;6;7;10;9;6;12;4;8;4;39;7;7;1;6;7;6;5;4;5;16;6;7;7;7;5;5;4;5;6;20;8;6;8;8;11;6;9;8;9;17;5;6
"108";11;14;14;77;20;8;30;16;13;18;30;14;14;22;13;10;15;18;93;15;16;7;17;14;12;22;14;11;10;18;19;13;16;12;5;13;14;14;13;31;11;19;19;13;16;9;15;67;31;20;48;24;11;15;32;21;10;16;8
"109";41;54;29;42;32;38;31;46;35;57;37;48;41;21;66;28;27;25;22;22;38;59;59;33;93;44;37;26;23;28;31;43;42;28;27;22;47;56;31;40;41;32;37;44;33;24;45;31;24;27;21;79;33;38;53;42;47;43;36
"110";42;28;39;17;31;54;21;19;17;31;20;14;5;24;21;18;16;25;30;34;19;30;48;21;17;20;36;26;15;19;41;57;31;44;40;31;38;31;44;32;39;31;27;23;32;33;28;31;39;35;43;70;70;60;67;52;35;42;44
"111";13;39;9;12;18;7;30;15;10;13;29;55;23;5;25;7;8;4;23;8;8;74;15;11;14;17;7;47;8;52;51;20;8;7;9;12;7;33;20;22;19;8;3;12;24;45;7;10;20;13;14;26;9;21;23;14;8;11;11
"112";8;19;13;21;15;45;17;16;16;8;7;7;5;6;10;8;4;13;11;12;26;14;8;13;12;10;12;10;12;17;23;80;17;24;14;15;14;17;12;7;14;12;12;13;8;12;7;29;17;19;23;34;23;43;33;28;23;11;9
"113";14;42;24;19;16;16;57;82;62;14;5;13;39;16;16;19;33;42;17;20;30;10;23;10;20;11;12;36;12;16;16;36;10;17;57;58;15;20;18;35;20;38;28;18;7;43;42;21;49;37;23;41;19;39;45;29;23;21;21
"114";8;12;11;14;9;8;7;6;17;7;3;5;2;3;5;4;3;8;8;6;10;9;8;14;12;8;3;2;9;6;4;9;7;7;8;6;9;6;7;21;15;6;6;10;8;3;15;5;23;21;17;9;7;4;7;17;8;7;15
"115";15;11;18;11;17;14;9;2;9;10;8;7;9;7;13;12;5;7;28;13;10;13;13;9;5;11;11;4;3;5;9;7;7;7;7;8;11;7;5;12;10;6;7;17;8;9;75;13;3;53;14;9;12;12;21;11;9;6;14
